Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
13,ITEM-124001,La gerencia moderna Esta sesión se enfoca en reflexionar sobre el papel de los líderes de grupo y técnicos en su función de @coaches@.   Durante la sesión se explorarán dos paradigmas de @coaching@: el que se realiza desde el saber técnico y el que se realiza desde la capacidad de provocar aprendizaje en el otro.  Al final de la sesión los participantes habrán identificado aprendizajes para ejercer su función de @coach@ de acuerdo a su estilo individual.,Español
14,ITEM-126001,Jornada de Conocimiento ICS  Knowledge Week ICS,Ingles
15,ITEM-126002,La Ingeniería del Braille Historia del braille metodología y los desafíos que presenta con la aparición de nuevas tecnologías,Español
16,ITEM-127002,Seminario sobre Planificación de Sistemas Eléctricos con elevada participación de generación distrib La Directora por España Alicia Montalvo Santamaria y la División de Energía del BID y les invitan a participar en el Seminario sobre Planificación de Sistemas Eléctricos con elevada participación de generación distribuida - Aspectos fundamentales y lecciones aprendidas a cargo de la firma Deloitte España.Actualmente varios países de LAC tienen deficiencias en la infraestructura eléctrica tanto en generación como en transmisión y distribución. Adicionalmente otros tienen déficits importantes en el acceso a la electricidad. Por el otro lado las energías renovables no convencionales han tenido una reducción muy importante en sus costos que las hacen competitivas con las energías tradicionales potencialmente cambiando la dinámica del sector eléctrico y una mayor participación de las soluciones de generación distribuida. Este nuevo escenario presenta grandes oportunidades a la región para realizar un brinco tecnológico directamente a las nuevas tecnologías y arreglos institucionales mejorando la calidad del servicio el acceso y con costos del servicio más bajos. Para lograr estos beneficios sin embargo se hace imprescindible una adecuada planificación a todos los niveles y un adecuado proceso de toma de decisiones para dotar la infraestructura y soluciones necesarias. Para hacerlo posible se requieren herramientas que permitan una correcta planificación a medio y largo plazo tanto local como nacional.En la sesión se analizará cómo la planificación energética se realiza a dos niveles macro y micro: en el primero con una aproximación top-down analizando variables clave como: (a) las directrices de política energética y climática (b) el marco regulatorio y la legislación (c) el objetivo de electrificación (d) la previsión de evolución de la demanda (e) la estructura de evolución de la demanda (f) la disponibilidad de recursos renovables y (g) la estructura de red; y en el segundo con una aproximación bottom-up analizando aspectos relevantes como el detalle de la demanda (actual/potencial) del recurso renovable y de la orografía.Se expondrá también otros factores que ilustran que la planificación energética se realiza bajo condiciones de elevado cambio tecnológico: (a) reducción de los costes de las energías renovables (b) mejora de los rendimientos de los dispositivos de almacenamiento y reducción de sus costes (c) mejora en los dispositivos de monitorización y control (d) gestión activa de la demanda (e) evaluación de los beneficios derivados de la adopción de estas soluciones o (f) plan de gestión de la relación institucional.Para lo anterior Deloitte expondrá sus soluciones y vídeos en vivo y en directo y fomentará la interactividad e intercambio de conocimiento durante toda la sesión. Al final de la exposición se abrirá un turno de preguntas y se fomentará el diálogo. Deloitte España es una firma con más de . profesionales con una línea de industria dedicada específicamente al sector de Energía donde trabaja desde hace más de  años en proyectos con reguladores con las grandes empresas del sector y con el sector público. Entre sus profesionales se encuentran los dos líderes globales de Deloitte en regulación y electricidad. En electricidad cuenta con una Unidad técnica con una fuerte especialización en energías renovables y en soluciones para la planificación con alta participación de generación distribuida. El líder de este grupo técnico Enrique Doheijo guiará la presentación de este seminario.,Español
17,ITEM-128001,Brown Bag Breakfast-Estrategia de Innovación del Banco Fallabela Colombia Estrategia de innovación del Banco Fallabela Colombia presentado por Sergio Muñoz CEO Banco Fallabela en Colombia y el Head Global de Innovación del banco.Puede también acceder al webinar remotamente a través de webex: Join WebEx meeting  (https://iadb.webex.com/iadb/j.php?MTID=mbcebdddbadae)Meeting number (access code):      Join by phone --- Call-in toll number (US/Canada) Global call-in numbers (https://iadb.webex.com/iadb/globalcallin.php?serviceType=MC&ED=&tollFree=),Español
18,ITEM-129001,Proyectar ideas: Liderazgo toma de decisiones inteligencia y creatividad. Perspectivas de la Neuro ,Español
19,ITEM-13001,PMR: Visión General (/) El curso PMR: Visión General es el primero de un total de  cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR por sus siglas en inglés. En este primer curso comprenderás qué es el PMR y su utilidad como instrumento de efectividad en el desarrollo. También podrás identificar qué operaciones requieren de la elaboración de un PMR y cuándo. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.,Español
20,ITEM-13003,PMR: A la aprobación del proyecto (/) Aprende cómo crear el primer reporte de progreso de tu operación. El curso PMR: A la aprobación del proyecto y hasta el logro de la elegibilidad es el segundo de un total de  cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR por sus siglas en inglés. Al finalizar este segundo curso serás capaz de reconocer los pasos para elaborar el PMR en la etapa de aprobación y hasta el logro de su elegibilidad. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.,Español
21,ITEM-132001,Capacitación en presentaciones Esta sesión  tiene como objetivo capacitar al equipo del INTAL en la mejora de sus habilidades para generar charlas cortas que presenten su trabajo profundizando en el contenido y forma de sus presentaciones y pasado por instancias de ensayo.,Español
22,ITEM-132002,Taller Bienes Publicos Regionales: Diseño colectivo de soluciones de desarrollo” El Encuentro “Bienes Públicos Regionales: Diseño colectivo de soluciones de desarrollo” busca reunir a jefes de equipo de proyectos financiados por la Iniciativa BPR que hayan finalizado recientemente o se encuentren en las últimas etapas de implementación y tengan un alto potencial para ofrecer lecciones relevantes para la evaluación y diseño de proyectos futuros a ser apoyados por la Iniciativa BPR.,Español
23,ITEM-135001,Jornada de Conocimiento FMM Jornada de Conocimiento FMM,Español
24,ITEM-136001,Jornada de Conocimiento IFD  Jornada de Conocimiento IFD  | Embracing the Future,Español
25,ITEM-138001,Jornada de Conocimiento CMF  Jornada de Conocimiento CMF,Español
26,ITEM-14002,Línea Amarilla - OnBoard@IDB para Directores y Consejeros Este curso virtual está destinado a los nuevos miembros del Directorio Ejecutivo del BID y tiene por objetivo introducirlos a los principales ámbitos de participación del Directorio. Este curso guiará a los nuevos Consejeros los Directores Suplentes y los Directores a través de los principales conceptos políticas y procesos del funcionamiento del Banco y los ayudará a distinguir el papel que desempeña el Directorio en cada uno de estos aspectos.,Español
27,ITEM-141001,Alianza INTAL - Latinobarómetro: Los futuros de la integración en la era del cambio tecnológico expo La voz de América Latina y el Caribe sobre democracia comercio exponencial y equidad en la era de los algoritmos. Hallazgos de . entrevistas en  paises en  años de mediciones.,Español
28,ITEM-144001,Dialogos Tecnicos Compartiendo conocimiento en temas operativos,Español
29,ITEM-144002,Visita a laboratorios de innovación MIT Media Lab ,Español
30,ITEM-146001,Actividades de Apoyo - Preparación del Examen de Certificación en Adquisiciones   El Programa de Certificación en Adquisiciones tiene como objetivo principal apoyar una más efectiva y eficiente supervisión de las adquisiciones financiadas en el marco de las operaciones del Banco además de propiciar que el personal certificado pueda aportar y apoyar las buenas prácticas de adquisiciones en el diseño de las operaciones mejorando la calidad de la ejecución del proyecto. Así mismo el obtener la certificación en adquisiciones permite estandarizar el conocimiento y la experiencia exigidos a funcionarios del Banco que no pertenecen a la función de adquisiciones para otorgar opiniones técnicas en los procesos de adquisiciones de Nivel I.,Español
31,ITEM-147001,Explorando el impacto de las tecnologias exponenciales en los sistemas de auditoria y control El objetivo principal de este conversatorio es dar a conocer el impacto que las tecnologías exponenciales (blockchain inteligencia artificial bigdata icloud otras) están teniendo en los sistemas de auditoría y control de entidades públicas y privadas.,Español
32,ITEM-148001,¿Llegaran los robots a convertirse en especialistas del BID? ,Español
33,ITEM-148002,Ethics Workshop for IDB-IIC Credit Union Talleres presenciales impartidos por la Oficina de Ética para el personal del Grupo BID,Español
34,ITEM-15001,PMR: Revisión de la Planificación a la Elegibilidad (/) Conoce los elementos claves para actualizar el PMR cuando tu proyecto alcanza la elegibilidad y su incidencia sobre la medición de desempeño de tu operación. El curso PMR: Revisión de la Planificación a la Elegibilidad es el tercero de un total de  cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR por sus siglas en inglés. Al finalizar este tercer curso serás capaz de identificar los pasos necesarios para actualizar la información de la matriz de resultados al momento de la elegibilidad de una operación. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.,Español
35,ITEM-15003,PMR: Durante la Ejecución de un Proyecto (/) Aprende cómo reportar el avance logrado por tu operación y los posibles ajustes a la matriz de resultados.,Español
36,ITEM-15005,PMR: Validación (/) Este curso comprende el rol de los actores claves del proceso de validación del PMR de tu proyecto. El curso PMR: Validación es el quinto de un total de  cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR por sus siglas en inglés. Al finalizar este quinto curso serás capaz de comprender el proceso de validación del PMR identificando los actores que participan y sus respectivas responsabilidades. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.,Español
37,ITEM-15007,PMR: Clasificación de desempeño (/) Este curso comprende lo que significa la clasificación de desempeño y cómo se obtiene según la etapa en la cual se encuentra tu proyecto. El curso PMR: Clasificación de desempeño es el sexto de un total de  cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR por sus siglas en inglés. Al finalizar este sexto curso serás capaz de identificar los indicadores de monitoreo e interpretar la clasificación de desempeño de un proyecto. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.,Ingles
38,ITEM-15009,Uso de Condiciones Especiales en Préstamos de Inversión con Garantía Soberana Se explica la guía para el uso de condiciones especiales en contratos de préstamos con garantía soberana. El objetivo de la guía es racionalizar el uso de condiciones especiales en contratos y cuando sea posible realizar la inclusión de una condición especial en documentos adicionales que permitan la flexibilidad de edición en el futuro.,Español
39,ITEM-152001,Construcción de Capacidades para apoyar al Grupo BID a incorporar elementos de Cambio Climático en s Objetivo del taller es de fomentar y crear capacidades sobre las herramientas que existen en el Grupo BID (e.j. Scanning Climate Finance Tracking NDC Invest) para favorecer la incorporación de elementos de cambio climático en las operaciones que financia.,Español
40,ITEM-152002,"Taller Avanzado en Gestión de Riesgos en Proyectos de Desarrollo Como parte del segundo nivel del plan de capación para ""Campeones de Riesgos"" se organiza un taller en el que se hará una profundización en la gestión de riesgos y los fundamentos de la PACI así como se va a poder construir sobre otros temas vistos en el primer nivel de este plan.Es requisito haber aprobado el Curso en Gestión de Riesgos en Proyectos de Desarrollo (primer nivel).",Español
41,ITEM-157002,Tutorial de TimeInvest TimeInvest es la herramienta de gestión del tiempo que te ayudará a organizar las horas invertidas en tus actividades y de esta manera nos brindará un mejor entendimiento de la estructura de costos de nuestro negocio. Este tutorial describe paso a paso el uso de la herramienta de manera fácil y amigable.,Español
42,ITEM-166001,El desarrollo y su gerencia La meta del curso es que los participantes adquieran o fortalezcan un conjunto de conceptos preliminares inherentes a la gestión del desarrollo. Asimismo este curso el de carácter introductorio al programa formativo denominado “Efectividad en el Desarrollo”. Este programa integra un total de cuatro cursos fuertemente vinculados entre sí. Todos los cursos del programa están destinados a dotar a los gestores de iniciativas de desarrollo de aptitudes que la experiencia ha demostrado útiles para llevar a buen puerto proyectos o servicios centradas en el logro de resultados sustantivos.Para saber más del curso e inscribirte accede al siguiente enlace: https://cursos.iadb.org/es/indes/el-desarrollo-y-su-gerencia-,Español
43,ITEM-168001,Cómo escribir Blogs El taller le dará las pautas para escribir blogs con alto impacto,Español
44,ITEM-168002,Medición del impacto de los MOOC en la difusión de productos de conocimiento del Banco Objetivos BBL:-	Nuevas mediciones a incluir en informes de evaluación: ¿cuántas visitas aporta mi curso a otras publicaciones blogs y plataformas del BID? Explicación de experiencia piloto con MOOC en año .-	Herramientas para realizar nuevas mediciones: UTM Code y Tableau-	Buenas prácticas: ¿qué precauciones tomar al medir? ¿Qué es realmente necesario medir?,Ingles
45,ITEM-177001,MOOC Partnerships for Development (ORP) El Curso Alianzas Estratégicas para el Desarrollo analiza la contribución de las alianzas estratégicas a la implementación de programas públicos relacionados con el desarrollo sostenible ofreciendo marcos teóricos herramientas y experiencias prácticas que favorezcan la efectividad de dicha implementación. Se trata de un curso desarrollado de forma colaborativa entre el Banco Interamericano de Desarrollo y la Sustainable Development Solutions Network. El curso va dirigido a un público amplio con especial énfasis en los funcionarios de gobiernos nacionales y subnacionales de América Latina. Al final del curso se espera que los participantes puedan: . Reconocer la contribución de las alianzas estratégicas al desarrollo sostenible dentro del Marco de los Objetivos de Desarrollo Sostenible de Naciones Unidas con un foco en la implementación de programas públicos; . Describir las principales alianzas que los gobiernos nacionales y subnacionales pueden desarrollar para la implementación de programas públicos de desarrollo sostenible compartiendo mejores prácticas y lecciones aprendidas en diversas regiones del mundo; . Identificar herramientas y metodologías que los funcionarios públicos pueden utilizar para impulsar y diseñar alianzas estratégicas efectivas.,Español
46,ITEM-179001,III Foro Iberoamericano de Alcaldes El Foro recibirá a  alcaldes de España América Latina y el Caribe así como reconocidos expertos internacionales con el objetivo de promover el diálogo sobre los desafíos de coordinación entre los distintos niveles del sector público el sector privado la academia la ciudadanía y la sociedad civil para el desarrollo local.,Español
47,ITEM-179002,Foro de Alcaldes NDF El Foro permitira a los Alcaldes LAC conocer buenas practicas de ciudades nordicas asi como visitar diferentes proyectos con el objetivo de tener un intercambio mas practico.,Español
48,ITEM-179003,Foro de Alcaldes en Medellin - Curso de Verano El Foro permitira a los Alcaldes LAC a conocer las buenas practicas de la ciudad de Medellin asi como participar del Curso de Verano que es normalmente realizado en Espana esta vez localmente en Medellin.,Español
49,ITEM-180001,KNL and EXR Series Un taller donde los miembros de los clusters podrán aprender de forma divertida y dinámica sobre qué hacen nuestros colegas en conocimiento innovación y comunicación.Objetivo:-	Mostrar los diferentes programas e iniciativas que maneja el Departamento y saber quién está a cargo de estos-	Conocer más e interactuar con los colegas para fomentar el sentido de pertenencia a un mismo equipo,Español
50,ITEM-185007,NDC Invest hacia el  El taller tiene como objetivo revisar el Plan de Acción para NDC Invest,Ingles
51,ITEM-185012,"Mejorando la Implementación de los Programas Públicos Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
52,ITEM-185013,Gestión de proyectos de desarrollo Este curso presenta conceptos y herramientas que pueden ser aplicados en la gestión de proyectos y que pueden generar un cambio sustancial para alcanzar los objetivos propuestos.La base conceptual de este curso es la metodología PMR (Project Management for Results) desarrollada por el Instituto Interamericano de Desarrollo Económico y Social (INDES) del BID cuyos contenidos están basados en Project Management Institute A Guide to the Project Management Body of Knowledge (PMBOK® Guide)-   Sixth  Edition Project Management Institute Inc. . \Aprenderás:•Conceptos y técnicas básicas de la gestión de proyectos•Herramientas y tácticas clave que facilitan la buena comunicación•Estándares internacionales y herramientas de gestión de proyectos•Cómo identificar factores de éxito basados en experiencias,Español
53,ITEM-185018,"El Desarrollo y su Gerencia Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
54,ITEM-185019,Formulación de proyectos de desarrollo: matriz de resultados ,Español
55,ITEM-185020,Asociaciones Público-Privadas: MOOC Las Asociaciones Público Privadas (APPs) se han convertido en un instrumento esencial para el crecimiento productivo económico y social de los países de América Latina y el Caribe. Al desarrollar e implementar las APPs se han observado restricciones en las capacidades técnicas en los responsables particularmente en el sector público.Para cubrir este vacío IDBx ha desarrollado este curso el primer MOOC disponible en español para aprender a planear diseñar e implementar APPs para proyectos de desarrollo en América Latina y el Caribe.,Español
56,ITEM-185021,Spoc Asociaciones Público-Privadas: Perú La experiencia mundial con APP ha tenido luces y sombras sugiriendo que vale la pena tomar distancia ponderar lo aprendido y responder algunas preguntas fundamentales: ¿Bajo qué condiciones son preferibles las concesiones a la provisión pública tradicional o a una privatización? Y cuando un gobierno elige una concesión ¿cómo debiera diseñarse el contrato de concesión y cuál debiera ser el marco institucional de las concesiones?Estas son las preguntas que se abordan en este curso. Para responderlas se aplicarán conocimientos económicos diversos incluyendo decisiones bajo incertidumbre finanzas públicas teoría de contratos teoría de licitaciones teoría de agencia y economía política. Se estudiarán experiencias concretas de concesiones con un énfasis particular en casos de América Latina.,Español
57,ITEM-185022,BBL - El uso de Project Management Office (PMO) en la ejecución de Proyectos complejos Manuel Zevallos explicará las definiciones de Project Managment Office según Project Management Institute funcionalidades beneficios y tipos de PMO en el sector público y privado.,Español
58,ITEM-185023,Champion en Innovación y Taller Equipo País  Con dinámicas de integración de equipo de alto desempeño de alineación de objetivos y compromisos y propuestas de acción. También se impartirá una plática de innovación con un experto en startup para la motivación del equipo en estos temas.,Español
59,ITEM-185024,BBL - Indicadores de desempeño adquisiciones  y soluciones BI para mitigar problemas ejecución En el BBL Gabriele mostrará los resultados estadísticos de adquisiciones de CPE del  y se evaluará las opciones para mitigar problemas de ejecución,Español
60,ITEM-185026,Hablemos de Protestas # Experiencias y lecciones aprendidas sobre el tratamiento de Protestas,Español
61,ITEM-185027,Documentos Estrategicos aportes del equipo fiduciario Descripcion del los Documentos Estrategicos: Estrategia Banco-Pais y su Nota Tecnica Fiduciaria (EBP/NTF) Documento de Programa de Pais (CPD) y Perfil Fiduciario (PF) como se conectan participacion esperada de los Especialistas de FMP,Español
62,ITEM-185028,"Taller de ""Design Thinking""  para LMK Este taller dotará a los participantes de herramientas practicas para desarrollar sus habilidades de aplicar la metodologia ""design thinking"".  A través de presentaciones cortas y actividades prácticas los participantes podrán: (i) diferenciar esta metodologia de otrosenfoques de planificacio'n y desarrollo de proyectos y (ii) reconocer la aplicación de la metodologiá a los proyectos del Banco.",Español
63,ITEM-185031,Capitalismo social en México: Un BBL con Guillermo Jaime del Grupo MIA En el BBL Guillermo Jaime detallará su experiencia como emprendedor social y los nuevos retos a los que se enfrenta el GRUPO MIA para proporcionar nuevas soluciones sociales a la población mexicana en la base de la pirámide. Asimismo relatará cuáles son las claves para que una empresa social sea escalable y exitosa cumpliendo sus objetivos para la base de la pirámide a la par que genera beneficio a la empresa social para que prosiga su búsqueda de soluciones a sus beneficiarios.,Español
64,ITEM-185032,Sesión sobre Microsoft Teams MIF ,Español
65,ITEM-185033,TRD Learning Series:  Facilidad de Financiamiento Flexible Este taller busca profundizar el conocimiento técnico de la Facilidad de Financiamiento Flexible estudiar la evolución de los productos financieros del Banco discutir la terminología y temas de interés para la Sección. Los temas principales son:) Préstamos FFF;) Gestión de manejo de deuda;) Opciones de Reembolso Flexibles;)Opciones de conversión de tasa de interés; y) Manejo de riesgos.Instructor: Claudia FrancoSala: NE,Español
66,ITEM-185034,"Cambio Organizacional para una Gestión Efectiva Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
67,ITEM-185036,Estudios de Preinversión Hospitalaria El curso consta de  semanas y busca fortalecer los conocimientos de los participantes para desarrollar estudios de preinversión de hospitales de nuevo desde el diagnóstico hasta el análisis de alternativas y la propuesta de solución. El curso es además parte del Programa de Capacitación para Gestores del Sector Salud del Banco Interamericano de Desarrollo formado en su totalidad por  cursos virtuales que dan acceso a tres tipos de certificación individual diferentes  talleres presenciales a los que accederán los  equipos con mejores proyectos y calificaciones en los cursos virtuales y  financiaciones para los  mejores proyectos en el sector salud presentados en los talleres presenciales. Para obtener más información sobre este Programa puedes revisar el siguiente enlace. https://indesvirtual.iadb.org/file.php//EPH/Website%indes%EPH.pdf,Español
68,ITEM-185037,Curso sobre la Ley de Disciplina Financiera para Entidades Federativas y Municipios en México El curso consta de  semanas y busca fortalecer los conocimientos y capacidades de funcionarios públicos de los estados y municipios para implementar los preceptos de la nueva Ley de Disciplina Financiera en la gestión financiera subnacional. Siguiendo la estructura de la Ley el curso se centrará en los preceptos de  ejes de la misma estos son Reglas de Disciplina Presupuestaria Sistema de Alertas Contratación de Deuda Deuda Estatal Garantizada y Registro Público Único.,Español
69,ITEM-185039,Accesibilidad: una nueva métrica para medir los impactos de los proyectos de transporte ,Español
70,ITEM-185041,"Marco de resultados para el desarrollo Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.* Este curso tiene prerequisitos. Puedes consultarlos en la pestaña de Overview.",Español
71,ITEM-185042,"Fortalecimiento de la gestión:Coordinación Intersectorialidad en gestión de las políticas públicas Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
72,ITEM-185043,"Gestión Integral del Desarrollo Económico Territorial Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
73,ITEM-185045,Blockchain: Alastria y la Creación de la Internet de Valor ,Español
74,ITEM-185047,"Relaciones intersectoriales público-privadas en Gobiernos Subnacionales Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
75,ITEM-185048,"Asociaciones Público- Privadas en Colombia: Directrices para su implementación Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español
76,ITEM-185049,"Gestión de Riesgos Para participar en el curso tienes que completar dos pasos:. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"". Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.Para conocer todos los detalles de este curso pulsa sobre el nombre del curso y visita la pestaña de Overview.* Este curso tiene prerequisitos. Puedes consultarlos en la pestaña de Overview.",Español
