Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
130,ITEM-186089,"['accesibil', 'universal', 'sistem', 'transport', 'public', 'amer', 'latin', 'termin', 'ampli', 'trabaj', 'deb', 'nutr', 'discusion', 'propon', 'polit', 'mejor', 'accesibil', 'universal', 'sistem', 'transport', 'public', 'amer', 'latina.', 'objet', 'general', 'trabaj', 'diseñ', 'metodolog', 'administr', 'person', 'encarg', 'tom', 'decision', 'relacion', 'proyect', 'transport', 'public', 'pued', 'evalu', 'nivel', 'accesibil', 'rigur', 'defin', 'form', 'mejorar.', 'operacionalmente.', 'med', 'experient', 'viaj', 'person', 'discapac', 'entend', 'discapac', 'concept', 'universal', 'abarc', 'divers', 'capac', 'van', 'present', 'larg', 'cicl', 'vital.', 'mism', 'tiemp', 'van', 'defin', 'indic', 'accesibil', 'universal', 'usuari', 'transport', 'publico.', 'proces', 'subyacent', 'objet', 'discusion', 'neces', 'defin', 'maner', 'ampli', 'discapac', 'accesibil', 'transport', 'public', 'preocup', 'general', 'irrespect', 'person']",Español
131,ITEM-186092,"['ciudadan', 'digital', '|', 'tecnolog', 'herramient', 'cohesion', 'social']",Ingles
132,ITEM-186094,"['burocraci', 'tramit']",Español
133,ITEM-186097,"['inform', 'macroeconom', 'amer', 'latin', 'carib', 'presentation', 'by', 'vic', 'president', 'santiag', 'levy']",Ingles
134,ITEM-186098,"['vos', 'harias?', 'invert', 'mejor', 'infraestructur', 'argentina?', 'gener', 'espaci', 'intercambi', 'experient', 'ret', 'implement', 'inversion', 'sector', 'infraestructura.', 'tall', 'particip', 'oportun', 'discut', 'com', 'abord', 'diferent', 'desafi', 'vincul', 'manten', 'inversion', 'infraestructur', 'bas', 'cas', 'real', 'sid', 'resuelt', 'equip', 'proyect', 'argentina.', 'oportun', 'conoc', 'propuest', 'banc', 'com', 'cuant', 'invert', 'infraestructur', 'aprend', 'experient', 'ejecutor', 'especial', 'banco.']",Español
135,ITEM-186108,"['seman', 'conoc', 'hud', 'foment', 'internaliz', 'objet', 'met', 'comun', 'reafirm', 'mision', 'vision', 'equip', 'planific', 'met', 'estrateg', 'ret', '-', '.', 'promov', 'integr', 'equipo.', 'oportun', 'cre', 'sinergi', 'especial', 'division.']",Español
136,ITEM-186110,"['program', 'bienestar:', 'sensibiliz', 'primer', 'auxili', 'objet', 'particip', 'adqu', 'conoc', 'basic', 'primer', 'auxili', 'pod', 'actu', 'deb', 'precision', 'rapidez', 'segur', 'emergent', 'accident', 'enfermedad', 'repentin', 'arrib', 'personal', 'especializado.']",Español
137,ITEM-186112,"['polit', 'acces', 'informacion:', 'curs', 'director', 'ejecut', 'funcionari', 'bid', 'jug', 'rol', 'primordial', 'cumplimient', 'polit', 'acces', 'informacion.', 'curs', 'orient', 'brind', 'conoc', 'necesari', 'director', 'ejecut', 'contribu', 'labor.', 'curs', 'director', 'ejecutivos:-reforz', 'conoc', 'antecedent', 'import', 'polit', 'acces', 'informacion.-identific', 'excepcion', 'divulg', 'polit', 'document', 'relacion', 'directori', 'ejecutivo.-conoc', 'proces', 'manej', 'solicitud', 'inform', 'recib', 'corre', 'electron', 'form', 'verbal', 'proces', 'compart', 'inform', 'confidencial.']",Español
138,ITEM-186126,"['wbg', 'controller/kpmg', 'annual', 'financ', 'and', 'accounting', 'conferenc', 'conferent', 'anual', 'auditor', 'extern', 'world', 'bank', 'group', 'idb', '(kpmg)', 'organiz', 'departament', 'contabil', 'ambas', 'entidad', 'multilateral', 'pued', 'capacit', 'ultim', 'acontec', 'relacion', 'principi', 'contabl', 'rig', 'prepar', 'inform', 'financier', 'especif', 'asunt', 'compet', 'institu', 'bid.', 'event', 'cubr', 'distint', 'tem', 'grup', 'fin/acc', 'benefician.', 'event', 'permit', 'manten', 'actualiz', 'materi', 'estandar', 'contables.']",Español
139,ITEM-186128,"['ms', 'project', 'avanz', 'curs', 'avanz', 'microsoft', 'project', 'anal', 'oper', 'uso', 'herramient', 'integr']",Español
140,ITEM-186129,"['elaboracion', 'document', 'tem', 'transparent', 'rendicion', 'cuent', 'objet', 'general', 'gener', 'document', 'tecnic', '(not', 'tecnica)', 'bas', 'evident', 'leccion', 'aprend', 'proces', 'cambi', 'integr', 'ofrec', 'element', 'reflexion', 'actor', 'sector', 'region', 'adopcion', 'implement', 'cambi', 'instrument', 'transparent', 'integr', 'mejor', 'rendimient']",Español
141,ITEM-186130,"['elabor', 'propuest', 'herramient', 'evalu', 'integr', 'oper', 'agu', 'objet', 'cont', 'propuest', 'herramient', 'evalu', 'integr', '(ransparent', 'particip', 'rendicion', 'cuent', 'anti-corrupcion)', 'prestador', 'servici', 'agu', 'saneamient', 'region.', 'herramient', 'desarroll', 'prefer', 'excel', 'propuest', 'estructur', 'deb', 'ten', 'debid', 'cuent', 'herramient', 'gobiern', 'corpor', 'gestion', 'comercial', 'existent', 'elabor', 'bid.']",Español
142,ITEM-186133,"['plan', 'maestr', 'inversion', 'salud', 'enfoqu', 'red', 'particip', 'curs', 'complet', 'dos', 'pasos:', '.', 'registrart', 'sesion/', 'fech', 'interes', 'ingres', '""view', 'cours', 'date""', '.', 'complet', 'pas', 'anterior', 'recib', 'corre', 'notif', 'indic', 'segu', 'complet', 'matricul', 'exito.']",Español
143,ITEM-186135,"['inversion', 'infraestructur', 'sosten', 'argentin', 'inversion', 'infraestructur', 'sosten', 'argentin']",Español
144,ITEM-186136,"['conversatori', '“la', 'mediacion', 'gestion', 'controversi', 'conflictos:', 'experient', 'campo”', 'part', 'program', 'disemin', 'intern', 'mici', 'organiz', 'conversatori', 'dos', 'profesional', 'ambit', 'compart', 'valios', 'experient', 'grup', 'bid.sr.', 'philip', 'thom', 'expert', 'transform', 'prevencion', 'conflict', 'construccion', 'paz', 'dialog', 'democratico.l', 'sra.', 'paul', 'bertol', 'reconoc', 'mediador', 'famili', 'comunitari', 'actual', 'embaj', 'argentin', 'organiz', 'american', '(oea).el', 'event', 'lug', 'juni', ':', ':', 'am', 'sal', 'b-.la', 'present', 'español', 'ingles', 'cont', 'servici', 'interpretacion.']",Español
145,ITEM-186138,"['pilot', 'on', 'new', 'training', 'on', 'diversity', 'sesion', 'aplic', 'pilot', 'program', 'divers', 'test', 'ofrec', 'client', 'intern', 'banco.']",Español
146,ITEM-186140,"['experient', 'ministeri', 'haciend', 'nicaragu', 'sistem', 'nacional', 'inversion', 'public', 'present', 'experient', 'ministeri', 'haciend', 'nicaragu', 'sistem', 'nacional', 'inversion', 'publica.']",Español
147,ITEM-186143,"['incluyetech:', 'innov', 'inclusion', 'person', 'discapac', 'mund', 'disrupcion', 'norm', '¿com', 'nuev', 'tecnolog', 'facilit', 'inclusion', 'person', 'discapacidad?', 'juni', 'banc', 'interamerican', 'desarroll', 'llev', 'cab', 'conferent', 'enfoc', 'practic', 'innov', 'inclusion', 'person', 'discapac', 'vid', 'social', 'econom', 'region.l', 'particip', 'discut', 'practic', 'efect', 'dentr', 'trabaj', 'ademas', 'innov', 'digital', 'instrument', 'mape', 'tecnolog', 'asist', 'visualiz', 'educ', 'comunicacion.', 'proposit', 'compart', 'conoc', 'accion', 'com', 'promov', 'talent', 'creativ', 'person', 'discapac', 'com', 'transform', 'vision', 'inclusion', 'formacion', 'polit', 'estrategias.', 'sesion', 'lider', 'president', 'gerent', 'bid', 'asi', 'voc', 'lider', 'ongs', 'sector', 'privado.']",Español
148,ITEM-186146,"['desarroll', 'blogpost', 'aprend', 'redact', 'blogpost.']",Ingles
149,ITEM-186147,"['usar', 'smartphon', 'fot', 'aprend', 'tom', 'buen', 'fot', 'celul', 'proyect', 'personales.']",Español
150,ITEM-186149,"['tall', 'discurs', 'impact', 'apredend', 'redact', 'expon', 'discurs', 'diferent', 'audienci']",Español
151,ITEM-186150,"['tall', 'social', 'medi', 'manej', 'red', 'social', 'enfoqu', 'banc', 'redes.']",Español
152,ITEM-186151,"['comun', 'gent', 'ocup', 'redaccion', 'comun', 'gent', 'ocupada.']",Español
153,ITEM-186152,"['blockchain', 'inteligent', 'artificial', 'bitcoin', 'aprend', 'concept', 'tecnologic', 'consist', 'oper', 'relacion', 'tem', 'banc', 'tiene.']",Español
154,ITEM-186153,"['concept', 'termin', 'derech', 'comun', 'lgbti.', 'conc', 'concept', 'termin', 'derech', 'comun', 'lgbti.']",Español
155,ITEM-186156,"['tall', 'jef', 'equip', 'bien', 'public', 'regional', 'reunion', 'jef', 'equip', 'discut', 'leccion', 'aprend']",Español
156,ITEM-186160,"['tall', 'escritur', 'blogs', 'tall', 'conoc', 'clav', 'escrib', 'buen', 'articul', 'atract', 'histori', 'moviliblog.']",Español
157,ITEM-186163,"['habil', 'requer', 'digital:', 'explor', 'colabor', 'lmk-fomin', '•', '“el', 'proposit', 'tall', 'aplic', 'metodolog', '“design', 'thinking”', 'trabaj', 'equip', 'lmk', 'fomin', 'identific', 'oper', 'conjunt', 'pais', 'defin', 'tem', '“skills”', 'requer', 'econom', 'digital.', 'traves', 'metodolog', 'busc', 'empat', 'demand', 'hech', 'lmk', 'ofert', 'fomin', 'concret', 'inici', 'pud', 'escal', 'asi', 'desarroll', 'conoc', 'relev', 'banc', 'tematica.”']",Español
158,ITEM-186165,"['mit', 'medi', 'lab', 'spring', 'memb', 'meeting', 'seguimient', 'mit', 'lab', 'spring', 'meeting', 'tall', 'objet', 'llev', 'convers', 'particip', 'dich', 'reunion', 'conoc', 'impresion', 'siguient', 'temas:•', 'ide', 'tecnolog', 'prototip', 'identific', 'interes', 'pais', 'parec', 'aplic', 'cort', 'plaz', 'y•', 'ide', 'tecnolog', 'prototip', 'parec', 'interes', 'agend', 'investig', 'pais', 'medi', 'plaz', 'ten', 'cuent', 'futuro.sala:', 'felip', 'herrer', 'facilitator:', 'rafael', 'anta']",Español
159,ITEM-186166,"['tall', 'hydrob', 'cofs', 'capacit', 'coleg', 'cofs', 'herramient', 'hydrob']",Ingles
160,ITEM-186167,"['necesit', 'sab', 'sobre:', 'public', 'co-publ', 'bid:', 'polit', 'am-', 'sesion', 'ayud', 'comprend', 'mejor', 'implic', 'polit', 'am-', 'espaci', 'pregunt', 'respuest', 'departament', 'legal', 'produccion', 'co-publ', 'bid.presentadoras:', 'ivett', 'fis', 'mel', '(fhl)', 'cynthi', 'colaiacov', '(leg)', 'kamilah', 'lest', '(leg).sala:', 'se-hora:', 'pmsala:']",Español
161,ITEM-186169,"['necesit', 'sab', 'sobre:', 'nuev', 'proces', 'public', 'bid', 'convergent', 'sesion', 'ayud', 'entend', 'mejor', 'com', 'funcion', 'nuev', 'modul', 'public', 'convergencia.', 'dar', 'tips', 'agiliz', 'fluj', 'trabaj', 'sistem', 'diferent', 'rol', 'involucr', 'material', 'instruct', 'disponible.presentadoras:', 'eric', 'sait', '(fhl)', 'carolin', 'huart(fhl)sala:', 'se-', 'webinarhora:', 'pm']",Español
162,ITEM-186170,"['necesit', 'sab', 'sobre:', 'com', 'agiliz', 'proces', 'publicaciones:', 'ezshar', 'convergent', 'mejor', 'tips', 'guard', 'document', 'ezshar', 'pod', 'dar', 'disclos', 'y/o', 'reemplaz', 'document', 'nuev', 'version.', 'aprend', 'rol', '“publishers”', 'unid', 'com', 'resolv', 'problem', 'ezshar', 'public', 'convergencia.presentadoras:', 'juli', 'kastenhof', '(fhl)', 'carolin', 'osori', '(fhl)', 'iren', 'veg', '(sec)sala:', 'se-', 'webinarhora:', 'pm']",Español
163,ITEM-186171,"['tall', 'definicion', 'agend', 'estudi', 'pais', 'andin', 'agend', 'conoc', 'can', 'busc', 'mejor', 'posicion', 'banc', 'dialog', 'aceler', 'crecimient', 'econom', 'consolid', 'clas', 'medi', 'region', 'andina.', 'inversion', 'infraestructur', 'motor', 'gran', 'impact', 'crecimient', 'econom', 'sid', 'ampli', 'document', 'literatura.', 'embarg', 'nivel', 'calid', 'inversion', 'infraestructur', 'region', 'andin', 'insuficient', 'exist', 'grand', 'brech', 'infraestructura.']",Español
164,ITEM-186172,"['idb', 'dat', 'ethics', 'assessment', 'activ', 'sig', 'prim', 'tall', 'cutting', 'edge', '“etic', 'datos”.', 'part', 'present', 'tall', 'discusion', 'etic', 'dat', 'program', 'social', 'swat', 'team', 'scl', 'expert', 'extern', 'discut', 'aplic', 'practic', 'gestion', 'etic', 'dat', 'identific', 'estructur', 'document', 'desarroll', 'result', 'cutting', 'edge.']",Ingles
165,ITEM-186175,"['infographics', '-', 'preparation', 'and', 'approval', 'process', 'of', 'sovereign', 'guarant', 'operations', 'reconoc', 'facil', 'cual', 'document', 'proyect', 'requer', 'prepar', 'aprob', 'operacion.', 'encontr', 'proposit', 'cad', 'inform', 'contien', 'pas', 'segu', 'quien', 'particip', 'otros.']",Ingles
166,ITEM-186181,"['cutting', 'edge', '|', 'gestion', 'activ', 'publicos:', 'buen', 'practic', 'internacional', 'cutting', 'edge', 'cuy', 'objet', 'entren', 'equip', 'ics', 'apoy', 'gobi', 'region', 'inici', 'mejor', 'gestion', 'activ', 'public']",Español
167,ITEM-186182,"['trd', 'learning', 'series:', 'traduccion', 'optic', 'miembr', 'directorio.', 'objet', 'conoc', 'perspect', 'miembr', 'directori', 'trabaj', 'traduccion', 'realiz', 'seccion..', 'convers', 'pabl', 'fleiss', 'consejer', 'sill', 'uruguay.']",Español
168,ITEM-186185,"['mici', '-', 'funcion', 'independient', 'rendicion', 'cuent', 'brev', 'tall', 'lineamient', 'basic', 'mici', 'mecan', 'ejempl', 'tem', 'van', 'mici']",Español
169,ITEM-186186,"['cibersegur', 'explicacion', 'cibersegur', 'import', 'cual', 'desafi', 'amer', 'latin', 'carib', 'hac', 'pais', 'avanz', 'hac', 'banc', 'region', 'posibl', 'ide', 'apoy', 'peru']",Español
170,ITEM-187004,"['seman', 'tsp', 'seman', 'sectorial', 'transport']",Español
171,ITEM-187015,"['alianz', 'multisectorial', 'educ', 'tall', 'dirig', 'represent', 'sector', 'public', 'educ', 'organiz', 'socied', 'civil', '(osc)', 'con', 'sur.', 'tall', 'part', 'cas', 'intercambi', 'experient', 'busc', 'identific', 'compart', 'buen', 'practic', 'trabaj', 'colabor', 'sector', 'public', 'osc', 'region', 'replicables.']",Español
172,ITEM-187024,"['paraguay:', 'rut', 'desarrollo.', 'dialog', 'estrateg', 'polit', 'proposit', 'agend', 'dialog', 'fortalec', 'posicion', 'estrateg', 'grup', 'bid', 'principal', 'soci', 'desarroll', 'paraguay', 'termin', 'financi', 'gener', 'conocimiento.', 'particul', 'busc', 'contribu', 'identif', 'prioridad', 'desarroll', 'median', 'plaz', '(', 'años).', 'proces', 'dialog', 'ademas', 'ayud', 'defin', 'are', 'prioritari', 'colabor', 'proxim', 'ebp.', 'propuest', 'grup', 'bid', 'resum', 'public', 'paraguay:', 'rut', 'desarroll', 'identif', 'restriccion', 'propon', 'accion', 'polit', 'potenci', 'transform', 'product', 'social', 'inclus', 'pais.', 'pilar', 'transform', 'product', 'inclu', 'gestion', 'public', 'instituciones;', 'integr', 'comercial', 'diversif', 'productiva;', 'infraestructura;', 'acumul', 'capital', 'humano.']",Español
173,ITEM-187035,"['uruguay', 'experient', 'gobiern', 'digital', 'buen', 'practic', 'leccion', 'aprend', 'model', 'regional']",Español
174,ITEM-187047,"['¿conten', '%', 'accesible?', 'recomend', 'practic', 'aument', 'accesibil', 'curs', 'on', 'finaliz', 'tall', 'capaz', 'de:', 'reconoc', 'import', 'accesibil', 'formacion', 'linea', 'identific', 'limit', 'actual', 'realiz', 'curs', 'conten', '%', 'accesibles', 'aplic', 'buen', 'practic', 'accesibil', 'desarroll', 'recurs', 'aprendizaj']",Español
175,ITEM-187053,"['sistem', 'gestion', 'ambiental', 'social:', 'oportun', 'negoci', 'curs', 'funcion', 'gui', 'integr', 'practic', 'ambiental', 'social', 'dentr', 'gestion', 'riesg', 'institu', 'financ', 'particular', 'aquell', 'categoriz', 'if-.', 'curs', 'busc', 'identific', 'import', 'integr', 'aspect', 'ambiental', 'social', 'sol', 'element', 'cumplimient', 'element', 'valor', 'institu', 'financ', 'clientes.']",Español
176,ITEM-187067,"['logist', 'panam', 'logist', 'panam']",Español
177,ITEM-187069,"['plataform', 'islas', 'sostenibles:', '“la', 'experient', 'islas', 'canarias”', 'present', 'estudi', 'cas', 'inici', 'proyect', 'gobiern', 'islas', 'canari', 'españ', 'implement', 'promov', 'super', 'desafi', 'aprovech', 'oportun', 'unic', 'propi', 'territori', 'insular', 'incorpor', 'principi', 'econom', 'circul', 'azul.']",Español
178,ITEM-187070,"['dialog', 'polit', 'desarroll', 'rural', 'alc:', 'implic', 'trabaj', 'bid', 'region', 'objet', 'event', 'discut', 'diferent', 'enfoqu', 'tecnic', 'polit', 'public', 'promov', 'desarroll', 'rural', 'pais', 'alc', 'asi', 'rol', 'banc', 'implementacion.', 'fin', 'cont', 'particip', 'diferent', 'expert', 'internacional', 'bid.']",Español
179,ITEM-187071,"['seman', 'conoc', 'ccs', 'seman', 'conoc', 'ccs.', 'discitur', 'tem', 'intern', 'division', 'met', 'ret', 'prox', 'anios.']",Español
180,ITEM-187072,"['seman', 'conoc', 'rnd', 'seman', 'conoc', 'rnd']",Español
181,ITEM-187079,"['intercambi', 'conoc', 'hyperion-tableau-cec', 'viaj', 'ecuador', 'intercambi', 'conoc', 'hyperion-tableau']",Español
182,ITEM-187081,"['hydro-bid:', 'herramient', 'planif', 'analisis', 'efect', 'cambi', 'climat', 'alc', 'tall', 'realiz', 'instal', 'univers', 'cuenc', 'part', 'activ', 'celebr', 'aniversari', 'etap']",Español
183,ITEM-187082,"['primer', 'comision', 'seguimient', 'acuerd', 'marc', 'cofinanci', 'españa-b', 'objet', 'identif', 'oper', 'cofinanci', 'españ', 'bid']",Ingles
184,ITEM-187083,"['intercambi', 'oper', 'epmaps-oss', 'intercambi', 'oper', 'wop-lac']",Español
185,ITEM-187084,"['encuentr', 'internacional', 'oper', 'servici', 'agu', 'potabl', 'saneamient', 'intercambi', 'oper', 'wop-lac']",Español
186,ITEM-187085,"['prim', 'intercambi', 'agu', 'siguatepeque-epmaps', 'intercambi', 'oper', 'wop-lac']",Español
187,ITEM-187086,"['segund', 'intercambi', 'agu', 'siguatepeque-epmaps', 'intercambi', 'oper', 'wop-lac']",Español
188,ITEM-187087,"['latinoamer', 'recicla:', 'cumbr', 'regional', 'reciclaj', 'inclus', 'present', 'aprendizaj', 'region', 'tem', 'reciclaj', 'inclusion', 'recicl', 'bas', 'marc', 'econom', 'circular.']",Español
189,ITEM-187088,"['cierr', 'entren', 'hydro-b', 'guatemal', 'present', 'result', 'logr', 'entren', 'nivel', 'nacional', 'hydro-b', 'desarroll', 'guatemala.']",Español
190,ITEM-187089,"['reunion', 'consej', 'asesor', 'regional', '(car)', 'irr', 'dialog', 'representatnt', 'car', 'soci', 'irr', 'present', 'inform', 'avanc', 'defin', 'lineamient', 'estrateg', 'irr.']",Español
191,ITEM-187090,"['for', 'mundial', 'agu', 'reunion', 'bianual', 'mundial', 'agu']",Español
192,ITEM-187092,"['country', 'team', 'plan', 'represent', 'venezuel', 'gener', 'mayor', 'trabaj', 'equip', 'aument', 'motiv', 'confianz', 'intern', 'compromis', 'emple', 'cve', 'banco.']",Español
193,ITEM-187093,"['paraguay:', 'rut', 'desarrollo.', 'institu', 'gestion', 'public', 'proposit', 'agend', 'dialog', 'fortalec', 'posicion', 'estrateg', 'grup', 'bid', 'principal', 'soci', 'desarroll', 'paraguay', 'termin', 'financi', 'gener', 'conocimiento.', 'particul', 'busc', 'contribu', 'identif', 'prioridad', 'desarroll', 'median', 'plaz', '(', 'años).', 'proces', 'dialog', 'ademas', 'ayud', 'defin', 'are', 'prioritari', 'colabor', 'proxim', 'ebp.', 'propuest', 'grup', 'bid', 'resum', 'public', 'paraguay:', 'rut', 'desarroll', 'identif', 'restriccion', 'propon', 'accion', 'polit', 'potenci', 'transform', 'product', 'social', 'inclus', 'pais.', 'pilar', 'transform', 'product', 'inclu', 'gestion', 'public', 'instituciones;', 'integr', 'comercial', 'diversif', 'productiva;', 'infraestructura;', 'acumul', 'capital', 'humano.']",Español
194,ITEM-187094,"['paraguay:', 'rut', 'desarrollo.', 'infraestructur', 'product', 'proposit', 'agend', 'dialog', 'fortalec', 'posicion', 'estrateg', 'grup', 'bid', 'principal', 'soci', 'desarroll', 'paraguay', 'termin', 'financi', 'gener', 'conocimiento.', 'particul', 'busc', 'contribu', 'identif', 'prioridad', 'desarroll', 'median', 'plaz', '(', 'años).', 'proces', 'dialog', 'ademas', 'ayud', 'defin', 'are', 'prioritari', 'colabor', 'proxim', 'ebp.', 'propuest', 'grup', 'bid', 'resum', 'public', 'paraguay:', 'rut', 'desarroll', 'identif', 'restriccion', 'propon', 'accion', 'polit', 'potenci', 'transform', 'product', 'social', 'inclus', 'pais.', 'pilar', 'transform', 'product', 'inclu', 'gestion', 'public', 'instituciones;', 'integr', 'comercial', 'diversif', 'productiva;', 'infraestructura;', 'acumul', 'capital', 'humano.']",Español
195,ITEM-187095,"['paraguay:', 'rut', 'desarrollo.', 'capital', 'human', 'condicion', 'vid', 'proposit', 'agend', 'dialog', 'fortalec', 'posicion', 'estrateg', 'grup', 'bid', 'principal', 'soci', 'desarroll', 'paraguay', 'termin', 'financi', 'gener', 'conocimiento.', 'particul', 'busc', 'contribu', 'identif', 'prioridad', 'desarroll', 'median', 'plaz', '(', 'años).', 'proces', 'dialog', 'ademas', 'ayud', 'defin', 'are', 'prioritari', 'colabor', 'proxim', 'ebp.', 'propuest', 'grup', 'bid', 'resum', 'public', 'paraguay:', 'rut', 'desarroll', 'identif', 'restriccion', 'propon', 'accion', 'polit', 'potenci', 'transform', 'product', 'social', 'inclus', 'pais.', 'pilar', 'transform', 'product', 'inclu', 'gestion', 'public', 'instituciones;', 'integr', 'comercial', 'diversif', 'productiva;', 'infraestructura;', 'acumul', 'capital', 'humano.']",Español
196,ITEM-187096,"['paraguay:', 'rut', 'desarrollo.', 'integr', 'diversif', 'product', 'proposit', 'agend', 'dialog', 'fortalec', 'posicion', 'estrateg', 'grup', 'bid', 'principal', 'soci', 'desarroll', 'paraguay', 'termin', 'financi', 'gener', 'conocimiento.', 'particul', 'busc', 'contribu', 'identif', 'prioridad', 'desarroll', 'median', 'plaz', '(', 'años).', 'proces', 'dialog', 'ademas', 'ayud', 'defin', 'are', 'prioritari', 'colabor', 'proxim', 'ebp.', 'propuest', 'grup', 'bid', 'resum', 'public', 'paraguay:', 'rut', 'desarroll', 'identif', 'restriccion', 'propon', 'accion', 'polit', 'potenci', 'transform', 'product', 'social', 'inclus', 'pais.', 'pilar', 'transform', 'product', 'inclu', 'gestion', 'public', 'instituciones;', 'integr', 'comercial', 'diversif', 'productiva;', 'infraestructura;', 'acumul', 'capital', 'humano.']",Español
197,ITEM-187097,"['tall', 'equip', 'pais', 'chil', 'objet', 'tall', 'incluyen:•', 'present', 'avanc', 'prepar', 'estrategi', 'pais•', 'reconoc', 'rol', 'banc', 'plataform', 'solucion', 'innov', 'desafi', 'implic', 'cuart', 'revolu', 'industrial•', 'identific', 'oportun', 'intervencion', 'program', 'carter', 'chil', 'articul', 'pilar', 'estrategi', 'banc', 'pais', '(ebp)•', 'constru', 'hoj', 'rut', 'alin', 'equip', 'pais', 'proces', 'transform', 'digital', 'chil']",Español
198,ITEM-187098,"['carcel', 'human', '|', 'solucion', 'tecnolog', 'centr', 'rehabilit', 'person', 'tall', 'innov', 'uso', 'tecnolog', 'carceles.']",Español
199,ITEM-187099,"['cierr', 'entren', 'hydro-b', 'argentin', 'present', 'result', 'logr', 'entren', 'nivel', 'nacional', 'hydro-b', 'desarroll', 'aic', 'neuqu', 'argentin']",Español
200,ITEM-187100,"['encuentr', 'internacional', 'oper', 'servici', 'agu', 'potabl', 'saneamient', 'aneas-ahps', 'intercambi', 'oper', 'wop-lac']",Español
201,ITEM-187101,"['estudi', 'nexus', 'argentin', 'estudi', 'nexus', 'argentin']",Español
202,ITEM-187103,"['intercambi', 'oper', 'aya', 'epm', 'intercambi', 'oper', 'wop-lac']",Español
203,ITEM-187104,"['tall', 'mejor', 'resilient', 'larg', 'plaz', 'recurs', 'hidric', 'rio', 'mendoz', 'argentin', 'tall', 'marc', 'cooper', 'tecnic', 'regional', '“transparent', 'gestion', 'inform', 'sector', 'agu', 'saneamiento”', '(rg-t)', 'financi', 'maf', 'fond', 'transparent']",Español
204,ITEM-187105,"['tall', 'tecnic', 'internacional', 'transparent', 'gobern', 'sector', 'agu', '&', 'saneamient', 'dentr', 'marc', 'cooper', 'tecnic', 'regional', '“transparent', 'gestion', 'inform', 'sector', 'agu', 'saneamiento”', '(rg-t)']",Español
205,ITEM-187106,"['tall', 'valid', 'metodolog', 'eval', 'tall', 'valid', 'metodolog', 'recoleccion', 'dat', 'actualiz', 'evalu', 'regional', 'manej', 'residu', 'sol']",Español
206,ITEM-187107,"['diplom', 'internacional', 'diseñ', 'sistem', 'tratamient', 'agu', 'residual', 'entren', 'sistem', 'tratamient', 'agu', 'residual']",Español
207,ITEM-187108,"['intercambi', 'agu', 'norte-caesb', 'intercambi', 'oper', 'wop-lac']",Español
208,ITEM-187109,"['iii', 'congres', 'interamerican', 'agu', 'potabl', 'saneamient', 'rural', 'discut', 'tem', 'relacion', 'agu', 'potabl', 'servici', 'saneamient', 'adecu', 'are', 'rural.']",Español
209,ITEM-187110,"['compr', 'verd', '¿com', 'foment', 'compr', 'verd', 'proyect', 'financi', 'bid?', 'objet', 'orient', 'personal', 'bid', 'practic', 'compr', 'verd', 'fin', 'proyect', 'financi', 'banc', 'sol', 'disminu', 'impact', 'ambiental', 'negat', 'bien', 'obras', 'servici', 'consultor', 'contrat', 'sin', 'vay', 'pas', 'alla', 'promov', 'accion', 'sosten', 'medi', 'ambiente.']",Español
210,ITEM-187112,"['hospital', 'verd', 'divulg', 'promov', 'inici', 'permit', 'incorpor', 'med', 'sostenibil', 'ambiental', 'diseñ', 'construccion', 'funcion', 'infraestructur', 'sanitara.', 'med', 'inclu', 'aspect', 'eficient', 'energet', 'ahorr', 'agu', 'gestion', 'residu', 'pued', 'contribu', 'met', 'grup', 'bid', 'financi', 'climatico.']",Español
211,ITEM-187113,"['tall', 'planif', 'ine/ws', 'planif', 'ine/ws']",Español
212,ITEM-187117,"['tall', 'arranqu', 'nex', 'agu', 'consum', 'human', 'energ', 'produccion', 'aliment', 'argenti', 'tall', 'arranqu', 'nex', 'agu', 'consum', 'human', 'energ', 'produccion', 'aliment', 'argentin']",Español
213,ITEM-187120,"['seman', 'sectorial', 'ine/ws', 'seman', 'sectorial', 'marc', 'vo', 'fma']",Español
214,ITEM-187121,"['tall', 'ino-ws', 'present', 'plan', 'trabaj', 'ino', 'wsa']",Español
215,ITEM-187125,"['tall', 'laz', 'agu', 'present', 'inici', 'laz', 'agu']",Español
216,ITEM-187126,"['curs', 'hydro-b', 'univers', 'nacional', 'itapu', 'curs', 'hydro-b', 'univers', 'nacional', 'itapu']",Español
217,ITEM-187128,"['particip', 'lynn', 'scholl', 'event', 'claptu', 'colombi']",Español
218,ITEM-187129,"['for', 'compass-transparent', 'objet', 'promov', 'program', 'compass', 'aquarating', 'colombi']",Español
219,ITEM-187131,"['bbl', 'red', 'cod', '-', 'machin', 'learning', 'administr', 'tributari', 'espaci', 'abiert', 'informal', 'compart', 'novedad', 'experient', 'coleg', 'banc', 'hac', 'tem', 'tecnologicos.']",Español
220,ITEM-187134,"['hydro-bid:', 'herramient', 'analisis', 'efect', 'cambi', 'climat', 'tall', 'hydro-bid:', 'herramient', 'analisis', 'efect', 'cambi', 'climat', 'planif', 'recurs', 'hidric', 'amer', 'latin', 'carib']",Español
